0.010416667	0	0
0.024166666	0	0
0.037916668	0	0
0.051666666	0	0
0.065416664	0	0
0.079166666	0	0
0.092916667	0	0
0.106666662	0	0
0.120416664	0	0
0.134166658	0	0
0.14791666	0	0
0.161666662	0	0
0.175416663	0	0
0.189166665	0	0
0.202916667	0	0
0.216666654	0	0
0.230416656	0	0
0.244166657	0	0
0.257916659	0	0
0.271666646	0	0
0.285416663	0	0
0.29916665	0	0
0.312916666	0	0
0.326666653	0	0
0.34041667	0	0
0.354166657	0	0
0.354745358	0	0
0.35532406	0	0
0.355902761	0	0
0.356481463	0	0
0.357060194	0	0
0.357638896	0	0
0.358217597	0	0
0.358796299	0	0
0.359375	0	0
0.359953701	0	0
0.360532403	0	0
0.361111104	0	0
0.361689806	0	0
0.362268537	0	0
0.362847239	0	0
0.36342594	0	0
0.364004642	0	0
0.364583343	0	0
0.376802891	0	0
0.38902244	0	0
0.401241988	0	0
0.413461536	0	0
0.425681084	0	0
0.437900662	0	0
0.450120211	0	0
0.462339759	0	0
0.474559307	0	0
0.486778855	0	0
0.498998404	0	0
0.511217952	0	0
0.5234375	0	0
0.535657048	0	0
0.547876596	0	0
0.560096145	0	0
0.572315693	0	0
0.584535241	0	0
0.596754789	0	0
0.608974338	0	0
0.621193945	0	0
0.633413494	0	0
0.645633042	0	0
0.65785259	0	0
0.670072138	0	0
0.682291687	0	0
0.694511235	0	0
0.706730783	0	0
0.718950331	0	0
0.731169879	0	0
0.743389428	0	0
0.755608976	0	0
0.767828524	0	0
0.780048072	0	0
0.792267621	0	0
0.804487169	0	0
0.816706717	0	0
0.828926265	0	0
0.841145813	0	0
0.853365362	0	0
0.86558491	0	0
0.877804518	0	0
0.890024066	0	0
0.902243614	0	0
0.914463162	0	0
0.926682711	0	0
0.938902259	0	0
0.951121807	0	0
0.963341355	0	0
0.975560904	0	0
0.987780452	0	0
1	0	0
1	0.010416667	0
1	0.020833334	0
1	0.03125	0
1	0.041666668	0
1	0.052083332	0
1	0.0625	0
1	0.072916664	0
1	0.083333336	0
1	0.09375	0
1	0.104166664	0
1	0.114583336	0
1	0.125	0
1	0.135416672	0
1	0.145833328	0
1	0.15625	0
1	0.166666672	0
1	0.177083328	0
1	0.1875	0
1	0.197916672	0
1	0.208333328	0
1	0.21875	0
1	0.229166672	0
1	0.239583328	0
1	0.25	0
1	0.260416657	0
1	0.270833343	0
1	0.28125	0
1	0.291666657	0
1	0.302083343	0
1	0.3125	0
1	0.322916657	0
1	0.333333343	0
1	0.34375	0
1	0.354166657	0
1	0.364583343	0
1	0.375	0
1	0.385416657	0
1	0.395833343	0
1	0.40625	0
1	0.416666657	0
1	0.427083343	0
1	0.4375	0
1	0.447916657	0
1	0.458333343	0
1	0.46875	0
1	0.479166657	0
1	0.489583343	0
1	0.5	0
1	0.510416687	0
1	0.520833313	0
1	0.53125	0
1	0.541666687	0
1	0.552083313	0
1	0.5625	0
1	0.572916687	0
1	0.583333313	0
1	0.59375	0
1	0.604166687	0
1	0.614583313	0
1	0.625	0
1	0.635416687	0
1	0.645833313	0
1	0.65625	0
1	0.666666687	0
1	0.677083313	0
1	0.6875	0
1	0.697916687	0
1	0.708333313	0
1	0.71875	0
1	0.729166687	0
1	0.739583313	0
1	0.75	0
1	0.760416687	0
1	0.770833313	0
1	0.78125	0
1	0.791666687	0
1	0.802083313	0
1	0.8125	0
1	0.822916687	0
1	0.833333313	0
1	0.84375	0
1	0.854166687	0
1	0.864583313	0
1	0.875	0
1	0.885416687	0
1	0.895833313	0
1	0.90625	0
1	0.916666687	0
1	0.927083313	0
1	0.9375	0
1	0.947916687	0
1	0.958333313	0
1	0.96875	0
1	0.979166687	0
1	0.989583313	0
1	1	0
1	1	0.015625
1	1	0.03125
1	1	0.046875
1	1	0.0625
1	1	0.078125
1	1	0.09375
1	1	0.109375
1	1	0.125
1	1	0.140625
1	1	0.15625
1	1	0.171875
1	1	0.1875
1	1	0.203125
1	1	0.21875
1	1	0.234375
1	1	0.25
1	1	0.265625
1	1	0.28125
1	1	0.296875
1	1	0.3125
1	1	0.328125
1	1	0.34375
1	1	0.359375
1	1	0.375
1	1	0.390625
1	1	0.40625
1	1	0.421875
1	1	0.4375
1	1	0.453125
1	1	0.46875
1	1	0.484375
1	1	0.5
1	1	0.515625
1	1	0.53125
1	1	0.546875
1	1	0.5625
1	1	0.578125
1	1	0.59375
1	1	0.609375
1	1	0.625
1	1	0.640625
1	1	0.65625
1	1	0.671875
1	1	0.6875
1	1	0.703125
1	1	0.71875
1	1	0.734375
1	1	0.75
1	1	0.765625
1	1	0.78125
1	1	0.796875
1	1	0.8125
1	1	0.828125
1	1	0.84375
1	1	0.859375
1	1	0.875
1	1	0.890625
1	1	0.90625
1	1	0.921875
1	1	0.9375
1	1	0.953125
1	1	0.96875
1	1	0.984375
1	1	1
